12;4;137;8,49;3
114;2;83,02;5,15;5
7;4;127,6;6,69;9
16;3;88,7;4,75;2
16;3;88,7;4,85;4
16;3;88,8;4,85;4
16;3;88,8;4,85;5
16;3;88,5;4,85;6
16;3;88,8;4,85;6
54;3;87,69;5,25;17
56;3;92,82;5,39;3
56;3;92,82;5,45;5
56;3;92,82;4,69;7
56;3;108,04;5,45;4
103;2;61,3;3,29;11
103;2;60,7;3,39;12
103;2;60,7;3,19;13
103;2;60,7;3,19;14
103;2;60,7;3,19;15
103;2;60,7;3,19;17
103;2;63,3;3,29;16
103;2;64;3,29;16
103;2;65,9;3,39;13
103;2;65,9;3,39;16
103;2;65,9;3,39;17
103;3;99,1;4,79;15
103;3;99,1;4,79;16
103;3;98,8;4,79;17
103;3;99,9;3,95;1
103;2;61,8;3,19;12
103;2;61,8;3,19;13
103;2;61,8;3,19;14
103;2;61,8;3,19;15
103;2;61,8;3,19;16
103;2;61,8;3,19;17
103;2;61,3;3,19;10
103;2;60,7;3,39;12
103;3;82,3;4,09;12
103;3;82,3;4,09;17
12;4;138;8,69;4
12;3;125;8,25;10
12;3;109,5;7,45;24
12;4;143,3;9,6;20
12;4;141,9;9,65;23
12;3;125,4;8,53;15
12;4;138,2;8,7;5
12;3;117,6;7,99;4
12;3;131,3;8,66;24
12;4;131,7;8,24;3
12;3;109,3;7,33;22
12;4;143,4;9,03;7
12;3;109;7,42;23
12;3;109,3;8,09;18
12;3;109,6;7,34;19
12;3;109,2;7,32;20
12;3;128,5;7,69;3
12;3;129,4;7,85;4
12;3;118,6;7,95;13
12;3;118,3;7,93;15
12;3;129,4;7,85;5
12;3;118,7;7,96;16
112;3;133,74;12,04;2
112;4;185,46;16,7;2
112;3;134,77;12,13;2
112;4;185,46;16,7;3
112;3;139,85;12,6;4
112;4;185,34;16,69;4
112;3;129,99;11,7;4
112;3;141,74;12,76;4
112;3;148,25;13,35;5
112;4;185,31;16,68;5
112;4;197,29;17,8;7
112;4;185,19;16,67;8
112;3;148,23;14,82;14
13;3;157,74;14,2;2
13;3;167,6;15,09;2
13;3;144,02;12,97;2
13;3;125,81;11,33;2
13;3;158,19;14,24;3
13;3;144,02;12,97;3
13;3;157,45;14,18;4
13;3;168,67;15,19;4
13;3;143,86;12,95;4
13;3;157,83;14,21;6
13;3;167,58;15,09;6
13;3;158,14;14,24;7
13;3;158,44;14,26;8
13;3;158,55;14,27;9
13;3;157,84;17,37;12
13;3;125,79;13,84;12
13;3;157,42;15,74;13
13;5;290,17;29,02;13
13;3;125,8;13,84;13
13;3;157,32;15,73;14
13;3;125,66;13,82;14
13;3;157,37;15,74;15
13;3;167,6;15,09;3
113;3;88,6;4,75;2
118;2;89,2;8,92;16
118;3;115,6;10,4;2
119;2;88,8;8,44;6
119;5;243,51;19,48;19
119;5;265,9;21,27;19
120;3;101,7;6,3;5
120;3;106,6;6,83;9
120;3;104,02;6,77;10
120;3;120,5;7,72;7
120;3;117,8;8,25;9
120;2;80,8;5,41;7
120;4;155,4;10,1;9
120;2;84,5;5,4;5
120;4;135,1;8,9;5
120;4;145,5;9,02;7
120;4;145,5;9,9;9
120;4;140,8;9,15;10
120;4;133,2;9,32;9
9;3;115,2;10,37;2
9;3;101,7;9,15;2
9;3;101,8;9,16;3
9;2;91,8;8,26;4
9;2;100,9;9,08;4
9;3;138,8;12,49;4
9;3;120;10,8;4
9;3;151,7;13,65;4
9;3;101,2;9,1;4
9;2;91,2;8,2;5
9;2;100,5;9,04;5
9;3;138,6;12,47;5
9;3;120,8;10,87;5
9;3;116,2;10,46;5
9;3;101,5;9,13;5
9;2;91,3;8,22;6
9;2;102;9,18;6
9;3;138,8;12,5;6
9;1;63,2;5,69;6
9;3;116,1;10,46;6
9;3;101,1;9,09;6
9;2;91,3;8,22;7
9;2;100,8;9,07;7
9;3;122,37;11,01;7
9;1;63,2;5,69;7
9;3;116,2;10,46;7
9;3;101,3;9,11;7
9;2;91,2;8,2;8
9;2;101,2;9,1;8
9;3;122,37;11,01;8
9;1;63,4;5,7;8
9;3;117,2;10,55;8
9;3;107,64;9,69;8
9;2;91,1;8,19;9
9;2;100,9;9,08;9
9;1;63,3;5,7;9
9;2;91,1;8,2;10
9;2;101,6;9,14;10
9;3;116,4;10,48;10
9;2;101,4;9,13;11
9;1;66,51;5,99;11
9;3;116,1;10,44;11
9;2;91;8,19;12
9;3;140,52;12,65;12
9;3;122,04;10,98;12
9;3;118,64;10,67;12
9;2;91;8,19;13
9;3;118,23;10,65;13
9;2;94,02;9,4;17
9;2;104,86;10,48;17
9;1;64,66;6,47;17
9;3;108,38;10,84;17
9;2;104,86;10,49;18
9;1;64,66;6,47;18
9;3;108,38;10,84;18
9;2;94,02;9,4;19
9;2;104,86;10,49;19
9;3;108,38;10,84;19
9;2;93,77;9,38;20
9;3;108,36;10,84;20
9;2;93,77;9,38;21
9;2;104,5;10,45;21
9;2;93,77;9,38;22
9;3;108,36;10,84;22
9;2;93,77;9,38;23
9;1;64,55;6,46;23
9;3;108,36;10,84;23
9;2;93,77;10,32;24
9;3;101,26;11,14;24
9;1;64,57;7,1;24
9;3;119,29;13,12;24
9;3;108,36;11,92;24
